uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
P24587	AKAP5_RAT	A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 150 kDa) (AKAP 150) (P150) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein)	Rattus norvegicus	Akap5	Akap150,Akap5	1	0	1	5	0	5	3	
P0C2X9	AL4A1_RAT	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	Rattus norvegicus	Aldh4a1	Aldh4a1	1	0	1	0	0	0	1	
Q9JLJ3	AL9A1_RAT	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3)	Rattus norvegicus	Aldh9a1	Aldh9a1	1	0	1	0	0	0	1	
P02770	ALBU_RAT	Serum albumin	Rattus norvegicus	Alb	Alb	1	0	1	0	0	0	1	
P09117	ALDOC_RAT	Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase)	Rattus norvegicus	Aldoc	Aldoc	1	0	1	0	0	0	1	
P07943	ALDR_RAT	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR)	Rattus norvegicus	Akr1b1	Aldr1,Akr1b4,Akr1b1	2	0	1	0	0	0	1	
Q99068	AMRP_RAT	Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Gp330-binding 45 kDa protein) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP)	Rattus norvegicus	Lrpap1	Lrpap1,LRP1	1	0	1	0	0	0	1	
P49911	AN32A_RAT	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Leucine-rich acidic nuclear protein) (LANP)	Rattus norvegicus	Anp32a	Lanp,Anp32a	1	0	1	0	0	0	1	
Q9EST6	AN32B_RAT	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31)	Rattus norvegicus	Anp32b	Pal31,Anp32b	1	0	1	0	0	0	1	
P01015	ANGT_RAT	Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4]	Rattus norvegicus	Agt	Serpina8,Agt	1	0	1	0	0	0	1	
P0C6S7	ANS1B_RAT	Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	Rattus norvegicus	Anks1b	Anks1b	1	0	1	0	0	0	1	
Q05140	AP180_RAT	Clathrin coat assembly protein AP180 (91 kDa synaptosomal-associated protein) (Clathrin coat-associated protein AP180)	Rattus norvegicus	Snap91	Snap91	1	0	1	0	0	0	1	
P52303	AP1B1_RAT	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	Rattus norvegicus	Ap1b1	Adtb1,Ap1b1	1	0	1	0	0	0	1	
P62944	AP2B1_RAT	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	Rattus norvegicus	Ap2b1	Clapb1,Ap2b1	1	0	1	0	0	0	1	
P84092	AP2M1_RAT	AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	Rattus norvegicus	Ap2m1	Ap2m1	1	0	1	0	0	0	1	
P29975	AQP1_RAT	Aquaporin-1 (AQP-1) (Aquaporin-CHIP) (Water channel protein for red blood cells and kidney proximal tubule)	Rattus norvegicus	Aqp1	EPHB2,Chip28,Aqp1	1	0	1	0	0	0	1	
P47863	AQP4_RAT	Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4)	Rattus norvegicus	Aqp4	Aqp4	0	0	0	2	4	1	3	13,17
Q99PD4	ARC1A_RAT	Actin-related protein 2/3 complex subunit 1A	Rattus norvegicus	Arpc1a	Arpc1a	1	0	1	0	0	0	1	
P84079	ARF1_RAT	ADP-ribosylation factor 1	Rattus norvegicus	Arf1	ARHGAP21,Arf1	1	0	1	0	0	0	1	
P61751	ARF4_RAT	ADP-ribosylation factor 4	Rattus norvegicus	Arf4	Arf4	1	0	1	0	0	0	1	
P84083	ARF5_RAT	ADP-ribosylation factor 5	Rattus norvegicus	Arf5	Arf5	1	0	1	0	0	0	1	
Q62848	ARFG1_RAT	ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein)	Rattus norvegicus	Arfgap1	Arf1gap,Arfgap1	1	0	1	0	0	0	1	
Q9ES67	ARHGB_RAT	Rho guanine nucleotide exchange factor 11 (RhoGEF glutamate transport modulator GTRAP48)	Rattus norvegicus	Arhgef11	PLXNB2,Arhgef11	1	0	1	0	0	0	1	
Q4V7C7	ARP3_RAT	Actin-related protein 3 (Actin-like protein 3)	Rattus norvegicus	Actr3	Arp3,Actr3	1	0	1	0	0	0	1	
Q4KLF8	ARPC5_RAT	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	Rattus norvegicus	Arpc5	Arpc5	1	0	1	0	0	0	1	
Q6P7S1	ASAH1_RAT	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	Rattus norvegicus	Asah1	Asah1	1	0	1	0	0	0	1	
Q8VI04	ASGL1_RAT	Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Asparaginase-like sperm autoantigen) (Beta-aspartyl-peptidase) (Glial asparaginase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain]	Rattus norvegicus	Asrgl1	Hiob,Gliap,Alp,Asrgl1	1	0	1	0	0	0	1	
P02706	ASGR1_RAT	Asialoglycoprotein receptor 1 (ASGP-R 1) (ASGPR 1) (Hepatic lectin 1) (HL-1) (rHL-1)	Rattus norvegicus	Asgr1	Asgr-1,Asgr1	0	0	0	2	0	1	3	
P08290	ASGR2_RAT	Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (Hepatic lectin R2/3) (HL-2) (rHL-2)	Rattus norvegicus	Asgr2	Asgr-2,Asgr2	0	0	0	2	1	1	3	54
P55926	ASIC1_RAT	Acid-sensing ion channel 1 (ASIC1) (Amiloride-sensitive cation channel 2, neuronal) (Brain sodium channel 2) (BNaC2)	Rattus norvegicus	Asic1	Bnac2,Accn2,Asic1	1	0	1	0	0	0	1	
P07340	AT1B1_RAT	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)	Rattus norvegicus	Atp1b1	Atp1b1	1	0	1	0	0	0	1	
P13638	AT1B2_RAT	Sodium/potassium-transporting ATPase subunit beta-2 (Sodium/potassium-dependent ATPase subunit beta-2)	Rattus norvegicus	Atp1b2	Atp1b2	1	0	1	0	0	0	1	
Q63377	AT1B3_RAT	Sodium/potassium-transporting ATPase subunit beta-3 (Sodium/potassium-dependent ATPase subunit beta-3) (ATPB-3) (CD antigen CD298)	Rattus norvegicus	Atp1b3	Atp1b3	1	0	1	0	0	0	1	
Q64578	AT2A1_RAT	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	Rattus norvegicus	Atp2a1	SERCA1,Atp2a1	2	0	1	0	0	0	1	
P11505	AT2B1_RAT	Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1)	Rattus norvegicus	Atp2b1	Atp2b1	1	0	1	0	0	0	1	
Q64568	AT2B3_RAT	Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3)	Rattus norvegicus	Atp2b3	Pmca3,Atp2b3	1	0	1	0	0	0	1	
Q64566	AT2C1_RAT	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1)	Rattus norvegicus	Atp2c1	Atp2c1	1	0	1	0	0	0	1	
P19511	AT5F1_RAT	ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase subunit b) (ATPase subunit b)	Rattus norvegicus	Atp5f1	Atp5pb,Atp5f,Atp5f1	1	0	1	0	0	0	1	
Q6PST4	ATLA1_RAT	Atlastin-1 (EC 3.6.5.-) (Spastic paraplegia 3A homolog)	Rattus norvegicus	Atl1	Spg3a,Atl1,REEP1	1	0	1	0	0	0	1	
Q9WUC4	ATOX1_RAT	Copper transport protein ATOX1 (ATX1 homolog protein Rah1) (Metal transport protein ATX1)	Rattus norvegicus	Atox1	Rah1,Atox1	1	0	1	0	0	0	1	
P09626	ATP4A_RAT	Potassium-transporting ATPase alpha chain 1 (EC 7.2.2.19) (Gastric H(+)/K(+) ATPase subunit alpha) (Proton pump)	Rattus norvegicus	Atp4a	Hka,Atp4a	1	0	1	0	0	0	1	
P29419	ATP5I_RAT	ATP synthase subunit e, mitochondrial (ATPase subunit e) (ATP synthase membrane subunit e)	Rattus norvegicus	Atp5i	Atp5me,Atp5i	1	0	1	0	0	0	1	
Q06647	ATPO_RAT	ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP) (Sperm flagella protein 4)	Rattus norvegicus	Atp5o	Atp5po,Atp5o	3	0	2	0	0	0	1	
Q99J86	ATRN_RAT	Attractin (Protein zitter)	Rattus norvegicus	Atrn	Atrn	1	0	1	0	0	0	1	
P53563	B2CL1_RAT	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)	Rattus norvegicus	Bcl2l1	CYC1,Blc2l,Bclx,Bcl2l1	1	0	1	0	0	0	1	
Q920K5	BAALC_RAT	Brain and acute leukemia cytoplasmic protein	Rattus norvegicus	Baalc	Baalc	0	0	0	1	1	1	2	3
P26453	BASI_RAT	Basigin (Glycoprotein CE9) (OX-47 antigen) (CD antigen CD147)	Rattus norvegicus	Bsg	Bsg	1	0	1	0	0	0	1	
Q05175	BASP1_RAT	Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22)	Rattus norvegicus	Basp1	Nap22,Basp1	1	0	1	0	0	0	1	
Q3ZB98	BCAS1_RAT	Breast carcinoma-amplified sequence 1 homolog (Protein whose mRNA is enriched in synaptosomes 2) (Pmes-2)	Rattus norvegicus	Bcas1	Bcas1	1	0	1	0	0	0	1	
P54690	BCAT1_RAT	Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42)	Rattus norvegicus	Bcat1	Bcat1	1	0	1	0	0	0	1	
O08839	BIN1_RAT	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1)	Rattus norvegicus	Bin1	Amphl,Amph2,Bin1	1	0	1	0	0	0	1	
P25023	BKRB2_RAT	B2 bradykinin receptor (B2R) (BK-2 receptor)	Rattus norvegicus	Bdkrb2	Bdkrb2	0	0	0	1	1	1	1	356
Q9Z1N4	BPNT1_RAT	3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP) (scHAL2 analogous 3)	Rattus norvegicus	Bpnt1	Sal3,Bpnt1	2	0	2	0	0	0	1	
D3ZML2	BRSK2_RAT	Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase SAD-A)	Rattus norvegicus	Brsk2	Sada,Brsk2	1	0	1	0	0	0	1	
A1L1K4	C42S2_RAT	CDC42 small effector protein 2	Rattus norvegicus	Cdc42se2	RGD1563924,Cdc42se2	1	0	1	0	0	0	1	
Q8R1R5	C99L2_RAT	CD99 antigen-like protein 2 (MIC2-like protein 1) (Rhombencephalic expression protein 40 kDa) (Protein rhombex-40) (CD antigen CD99)	Rattus norvegicus	Cd99l2	Rhombex40,Mic2l1,Cd99l2	1	0	1	0	0	0	1	
Q8VGC3	CACB2_RAT	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2)	Rattus norvegicus	Cacnb2	Cacnlb2,Cacnb2	0	0	0	4	8	3	3	
Q9R0T4	CADH1_RAT	Cadherin-1 (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]	Rattus norvegicus	Cdh1	Cdh1,CTNND1	1	0	1	0	0	0	1	
Q9Z1Y3	CADH2_RAT	Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)	Rattus norvegicus	Cdh2	FRS2,Cdh2	1	0	1	0	0	0	1	
Q1WIM1	CADM4_RAT	Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4)	Rattus norvegicus	Cadm4	Necl4,Igsf4c,Cadm4	1	0	1	0	0	0	1	
P27139	CAH2_RAT	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase II) (CA-II)	Rattus norvegicus	Ca2	Ca2	1	0	1	0	0	0	1	
P47728	CALB2_RAT	Calretinin (CR)	Rattus norvegicus	Calb2	Calb2	1	0	1	0	0	0	1	
P18418	CALR_RAT	Calreticulin (CALBP) (CRP55) (Calcium-binding protein 3) (CABP3) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)	Rattus norvegicus	Calr	Calr	1	0	1	0	0	0	1	
P35565	CALX_RAT	Calnexin	Rattus norvegicus	Canx	Canx	2	0	2	1	0	1	2	
Q63092	CAMKV_RAT	CaM kinase-like vesicle-associated protein (1G5)	Rattus norvegicus	Camkv	1G5,Camkv	1	0	1	0	0	0	1	
Q8R4C0	CAN5_RAT	Calpain-5 (EC 3.4.22.-)	Rattus norvegicus	Capn5	Capn5	1	0	1	0	0	0	1	
P63100	CANB1_RAT	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	Rattus norvegicus	Ppp3r1	Cnb,Cna2,Ppp3r1	1	0	1	0	0	0	1	
Q08163	CAP1_RAT	Adenylyl cyclase-associated protein 1 (CAP 1)	Rattus norvegicus	Cap1	Mch1,Cap,Cap1	2	0	2	0	0	0	1	
P04468	CASK_RAT	Kappa-casein	Rattus norvegicus	Csn3	Csnk,Csn10,Csn3	1	0	1	0	0	0	1	
P00787	CATB_RAT	Cathepsin B (EC 3.4.22.1) (Cathepsin B1) (RSG-2) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Rattus norvegicus	Ctsb	Ctsb	1	0	1	0	0	0	1	
P24268	CATD_RAT	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D 12 kDa light chain; Cathepsin D 9 kDa light chain; Cathepsin D 34 kDa heavy chain; Cathepsin D 30 kDa heavy chain]	Rattus norvegicus	Ctsd	Ctsd	1	0	1	0	0	0	1	
P51638	CAV3_RAT	Caveolin-3	Rattus norvegicus	Cav3	Cav3	0	0	0	1	0	1	1	
Q9JHW1	CBPD_RAT	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	Rattus norvegicus	Cpd	Cpd	1	0	1	0	0	0	1	
Q71RJ2	CCG2_RAT	Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Stargazin) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2)	Rattus norvegicus	Cacng2	Cacng2,Stg	0	0	0	1	0	1	2	
Q8VHW5	CCG8_RAT	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8)	Rattus norvegicus	Cacng8	Cacng8	0	0	0	1	0	1	2	
O08556	CCR5_RAT	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (MIP-1 alpha receptor) (CD antigen CD195)	Rattus norvegicus	Ccr5	Cmkbr5,Ccr5,PRAF2	1	0	1	0	0	0	1	
Q63691	CD14_RAT	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14)	Rattus norvegicus	Cd14	Cd14	0	0	0	1	0	1	1	
O35112	CD166_RAT	CD166 antigen (Activated leukocyte cell adhesion molecule) (HB2) (KG-CAM) (Protein MEMD) (SB-10 antigen) (CD antigen CD166)	Rattus norvegicus	Alcam	Alcam	1	0	1	0	0	0	1	
Q7TPB4	CD276_RAT	CD276 antigen (B7 homolog 3) (B7-H3) (Costimulatory molecule) (CD antigen CD276)	Rattus norvegicus	Cd276	B7h3,Cd276	1	0	1	0	0	0	1	
Q64244	CD38_RAT	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (CD38H) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (CD antigen CD38)	Rattus norvegicus	Cd38	Cd38	1	0	1	0	0	0	1	
P97829	CD47_RAT	Leukocyte surface antigen CD47 (Integrin-associated protein) (IAP) (CD antigen CD47)	Rattus norvegicus	Cd47	Cd47	1	0	1	0	0	0	1	
P27274	CD59_RAT	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)	Rattus norvegicus	Cd59	Cd59	1	0	1	0	0	0	1	
Q62745	CD81_RAT	CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (CD antigen CD81)	Rattus norvegicus	Cd81	IGSF8,Tapa1,Cd81	1	0	1	0	0	0	1	
Q8CFN2	CDC42_RAT	Cell division control protein 42 homolog	Rattus norvegicus	Cdc42	Cdc42	2	0	2	3	2	2	2	
Q03114	CDK5_RAT	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	Rattus norvegicus	Cdk5	EPRS,Cdkn5,Cdk5	1	0	1	0	0	0	1	
Q91XU8	CDS2_RAT	Phosphatidate cytidylyltransferase 2 (EC 2.7.7.41) (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2)	Rattus norvegicus	Cds2	Cds2	1	0	1	0	0	0	1	
Q792H5	CELF2_RAT	CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Protein ETR-R3) (Neuroblastoma apoptosis-related RNA-binding protein) (rNapor) (RNA-binding protein BRUNOL-3)	Rattus norvegicus	Celf2	Napor,Etr3,Cugbp2,Celf2	2	0	1	0	0	0	1	
Q642A4	CH082_RAT	UPF0598 protein C8orf82 homolog	Rattus norvegicus	NA		1	0	1	0	0	0	1	
P26772	CH10_RAT	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	Rattus norvegicus	Hspe1	Hspe1	1	0	1	0	0	0	1	
P63039	CH60_RAT	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)	Rattus norvegicus	Hspd1	Hsp60,Hspd1	1	0	1	0	0	0	1	
P97531	CIP4_RAT	Cdc42-interacting protein 4 (Salt tolerant protein) (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10)	Rattus norvegicus	Trip10	DAAM1,Stp,Cip4,Trip10	1	0	1	0	0	0	1	
B0K020	CISD1_RAT	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	Rattus norvegicus	Cisd1	RGD1309529,Cisd1	2	0	2	0	0	0	1	
Q8VHF5	CISY_RAT	Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)	Rattus norvegicus	Cs	Cs	1	0	1	0	0	0	1	
Q5U2Q3	CK054_RAT	Ester hydrolase C11orf54 homolog (EC 3.1.-.-)	Rattus norvegicus	NA		1	0	1	0	0	0	1	
P08081	CLCA_RAT	Clathrin light chain A (Lca)	Rattus norvegicus	Clta	Clta	1	0	1	0	0	0	1	
P08082	CLCB_RAT	Clathrin light chain B (Lcb)	Rattus norvegicus	Cltb	Cltb	1	0	1	0	0	0	1	
P35524	CLCN1_RAT	Chloride channel protein 1 (ClC-1) (Chloride channel protein, skeletal muscle)	Rattus norvegicus	Clcn1	Clcn1,CLCN	1	0	1	0	0	0	1	
Q9Z1L1	CLD7_RAT	Claudin-7	Rattus norvegicus	Cldn7	Cldn7	0	0	0	2	4	2	3	184,186
Q9Z0W7	CLIC4_RAT	Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1)	Rattus norvegicus	Clic4	Clic4	1	0	1	0	0	0	1	
P13233	CN37_RAT	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	Rattus norvegicus	Cnp	Cnp1,Cnp	1	0	1	0	0	0	1	
Q6Q0N1	CNDP2_RAT	Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2)	Rattus norvegicus	Cndp2	Cndp2	1	0	1	0	0	0	1	
Q5BJU5	CNIH2_RAT	Protein cornichon homolog 2 (CNIH-2) (Cornichon family AMPA receptor auxiliary protein 2) (Cornichon-like protein)	Rattus norvegicus	Cnih2	Cnih2	0	0	0	1	0	1	2	
P20272	CNR1_RAT	Cannabinoid receptor 1 (CB-R) (CB1) (Brain-type cannabinoid receptor)	Rattus norvegicus	Cnr1	Skr6,Cnr1	1	0	1	1	0	1	2	
Q5M7A7	CNRP1_RAT	CB1 cannabinoid receptor-interacting protein 1 (CRIP-1)	Rattus norvegicus	Cnrip1	RGD1308373,Cnrip1	2	0	2	0	0	0	1	
Q08406	CNTFR_RAT	Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha)	Rattus norvegicus	Cntfr	Cntfr	1	0	1	0	0	0	1	
Q63198	CNTN1_RAT	Contactin-1 (Neural cell surface protein F3)	Rattus norvegicus	Cntn1	Cntn1	1	0	1	0	0	0	1	
Q4AEF8	COPG1_RAT	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	Rattus norvegicus	Copg1	Copg,Copg1	1	0	1	0	0	0	1	
O89046	COR1B_RAT	Coronin-1B (Coronin-2)	Rattus norvegicus	Coro1b	Coro1b	1	0	1	0	0	0	1	
B0BNA5	COTL1_RAT	Coactosin-like protein	Rattus norvegicus	Cotl1	Clp,Cotl1	1	0	1	0	0	0	1	
P00406	COX2_RAT	Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II)	Rattus norvegicus	Mtco2	COX2,mt-Co2,Coii,Mtco2	1	0	1	0	0	0	1	
P10888	COX41_RAT	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)	Rattus norvegicus	Cox4i1	Cox4a,Cox4,Cox4i1	1	0	1	0	0	0	1	
P12075	COX5B_RAT	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb) (Cytochrome c oxidase subunit VIA*)	Rattus norvegicus	Cox5b	Cox5b	1	0	1	0	0	0	1	
Q5FVJ5	MERB1_RAT	bMERB domain-containing protein 1 (Uncharacterized protein C16orf45 homolog)	Rattus norvegicus	NA	Bmerb1,RGD1305733	1	0	1	0	0	0	1	
P07756	CPSM_RAT	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	Rattus norvegicus	Cps1	Cps1	0	0	0	1	0	1	2	
Q9JM47	CSEN_RAT	Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3)	Rattus norvegicus	Kcnip3	Kchip3,Dream,Csen,Kcnip3	0	0	0	1	2	1	2	46,45
P67874	CSK2B_RAT	Casein kinase II subunit beta (CK II beta) (Phosvitin)	Rattus norvegicus	Csnk2b	Ck2n,Csnk2b	1	0	1	0	0	0	1	
Q62915	CSKP_RAT	Peripheral plasma membrane protein CASK (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase)	Rattus norvegicus	Cask	KIRREL3,Cask	1	0	1	0	0	0	1	
Q8VII6	CTL1_RAT	Choline transporter-like protein 1 (Solute carrier family 44 member 1) (CD antigen CD92)	Rattus norvegicus	Slc44a1	Ctl1,Cdw92,Cd92,Slc44a1	1	0	1	0	0	0	1	
B4F795	CTL2_RAT	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	Rattus norvegicus	Slc44a2	Ctl2,Slc44a2	1	0	1	0	0	0	1	
O35116	CTND2_RAT	Catenin delta-2 (Fragment)	Rattus norvegicus	Ctnnd2	Ctnnd2	1	0	1	3	0	2	2	
