CONTENT ID;CONTENT TYPE;ENTREZ GENE ID;GENE SYMBOL;SPECIES;EXPERIMENT ID;METHODS
37127;protein;282514;PAFAH1B2;Bos taurus;213;Mass spectrometry
37128;protein;282515;PAFAH1B3;Bos taurus;213;Mass spectrometry
37129;protein;282522;SERPINF2;Bos taurus;187;Mass spectrometry
37130;protein;282532;RASA3;Bos taurus;213;Mass spectrometry
37131;protein;282646;HSP90B1;Bos taurus;213;Mass spectrometry
37132;protein;282657;ATP6V1H;Bos taurus;213;Mass spectrometry
37133;protein;282659;SSPO;Bos taurus;213;Mass spectrometry
37134;protein;282661;CD47;Bos taurus;213;Mass spectrometry
37135;protein;282662;VCAN;Bos taurus;213;Mass spectrometry
37136;protein;282682;ADRBK1;Bos taurus;213;Mass spectrometry
37137;protein;282684;CSNK1A1;Bos taurus;213;Mass spectrometry
37138;protein;282689;ANXA2;Bos taurus;213;Mass spectrometry
37139;protein;282703;CPSF1;Bos taurus;213;Mass spectrometry
37140;protein;282705;PSEN1;Bos taurus;213;Mass spectrometry
37141;protein;282713;NFKBIZ;Bos taurus;213;Mass spectrometry
37142;protein;282834;Chmp3;Rattus norvegicus;192;Mass spectrometry
37143;protein;282869;UBA1;Bos taurus;213;Mass spectrometry
37144;protein;282885;PRDX5;Bos taurus;213;Mass spectrometry
37145;protein;283209;PGM2L1;Homo sapiens;211;Mass spectrometry
37146;protein;283209;PGM2L1;Homo sapiens;212;Mass spectrometry
37147;protein;283219;KCTD21;Homo sapiens;211;Mass spectrometry
37148;protein;283219;KCTD21;Homo sapiens;212;Mass spectrometry
37149;protein;283234;CCDC88B;Homo sapiens;193;Mass spectrometry
37150;protein;283234;CCDC88B;Homo sapiens;194;Mass spectrometry
37151;protein;283234;CCDC88B;Homo sapiens;195;Mass spectrometry
37152;protein;283635;FAM177A1;Homo sapiens;207;Mass spectrometry
37153;protein;283635;FAM177A1;Homo sapiens;208;Mass spectrometry
37154;protein;283635;FAM177A1;Homo sapiens;209;Mass spectrometry
37155;protein;283742;FAM98B;Homo sapiens;207;Mass spectrometry
37156;protein;283742;FAM98B;Homo sapiens;208;Mass spectrometry
37157;protein;283742;FAM98B;Homo sapiens;209;Mass spectrometry
37158;protein;283742;FAM98B;Homo sapiens;217;Mass spectrometry
37159;protein;283820;NOMO2;Homo sapiens;211;Mass spectrometry
37160;protein;283820;NOMO2;Homo sapiens;212;Mass spectrometry
37161;protein;283897;C16orf54;Homo sapiens;217;Mass spectrometry
37162;protein;283987;HID1;Homo sapiens;191;Mass spectrometry
37163;protein;284069;FAM171A2;Homo sapiens;211;Mass spectrometry
37164;protein;284069;FAM171A2;Homo sapiens;212;Mass spectrometry
37165;protein;284119;PTRF;Homo sapiens;211;Mass spectrometry
37166;protein;284119;PTRF;Homo sapiens;212;Mass spectrometry
37167;protein;284194;LGALS9B;Homo sapiens;217;Mass spectrometry
37168;protein;284422;SMIM24;Homo sapiens;193;Mass spectrometry
37169;protein;284422;SMIM24;Homo sapiens;194;Mass spectrometry
37170;protein;284422;SMIM24;Homo sapiens;195;Mass spectrometry
37171;protein;284422;SMIM24;Homo sapiens;196;Mass spectrometry
37172;protein;284422;SMIM24;Homo sapiens;197;Mass spectrometry
37173;protein;284428;MBD3L5;Homo sapiens;191;Mass spectrometry
37174;protein;284695;ZNF326;Homo sapiens;217;Mass spectrometry
37175;protein;285636;C5orf51;Homo sapiens;217;Mass spectrometry
37176;protein;285848;PNPLA1;Homo sapiens;211;Mass spectrometry
37177;protein;285848;PNPLA1;Homo sapiens;212;Mass spectrometry
37178;protein;286077;FAM83H;Homo sapiens;207;Mass spectrometry
37179;protein;286077;FAM83H;Homo sapiens;208;Mass spectrometry
37180;protein;286077;FAM83H;Homo sapiens;209;Mass spectrometry
37181;protein;286262;TPRN;Homo sapiens;193;Mass spectrometry
37182;protein;286262;TPRN;Homo sapiens;194;Mass spectrometry
37183;protein;286262;TPRN;Homo sapiens;195;Mass spectrometry
37184;protein;286410;ATP11C;Homo sapiens;211;Mass spectrometry
37185;protein;286410;ATP11C;Homo sapiens;212;Mass spectrometry
37186;protein;286451;YIPF6;Homo sapiens;207;Mass spectrometry
37187;protein;286451;YIPF6;Homo sapiens;208;Mass spectrometry
37188;protein;286451;YIPF6;Homo sapiens;209;Mass spectrometry
37189;protein;286451;YIPF6;Homo sapiens;211;Mass spectrometry
37190;protein;286451;YIPF6;Homo sapiens;212;Mass spectrometry
37191;protein;286676;ILDR1;Homo sapiens;189;Mass spectrometry
37192;protein;286676;ILDR1;Homo sapiens;190;Mass spectrometry
37193;protein;286768;ATP6V0A1;Bos taurus;213;Mass spectrometry
37194;protein;286793;PRDX2;Bos taurus;187;Mass spectrometry
37195;protein;286793;PRDX2;Bos taurus;213;Mass spectrometry
37196;protein;286800;CACNG2;Bos taurus;213;Mass spectrometry
37197;protein;286803;UBE2V2;Bos taurus;213;Mass spectrometry
37198;protein;286804;SERPINA3-1;Bos taurus;187;Mass spectrometry
37199;protein;286804;SERPINA3-1;Bos taurus;213;Mass spectrometry
37200;protein;286805;ADAMTS5;Bos taurus;213;Mass spectrometry
37201;protein;286809;GPX4;Bos taurus;213;Mass spectrometry
37202;protein;286818;PREP;Bos taurus;213;Mass spectrometry
37203;protein;286823;CLIC4;Bos taurus;213;Mass spectrometry
37204;protein;286850;GNG12;Bos taurus;213;Mass spectrometry
37205;protein;286853;RPLP2;Bos taurus;213;Mass spectrometry
37206;protein;286861;FTL;Bos taurus;187;Mass spectrometry
37207;protein;286862;YWHAG;Bos taurus;213;Mass spectrometry
37208;protein;286863;YWHAB;Bos taurus;213;Mass spectrometry
37209;protein;286870;EIF4G2;Bos taurus;213;Mass spectrometry
37210;protein;286886;GOT2;Bos taurus;213;Mass spectrometry
37211;protein;286940;Flnb;Mus musculus;188;Mass spectrometry
37212;protein;2869;GRK5;Homo sapiens;217;Mass spectrometry
37213;protein;286;ANK1;Homo sapiens;211;Mass spectrometry
37214;protein;286;ANK1;Homo sapiens;212;Mass spectrometry
37215;protein;287017;ATP6V1E1;Bos taurus;213;Mass spectrometry
37216;protein;287018;GNG5;Bos taurus;213;Mass spectrometry
37217;protein;287022;YWHAZ;Bos taurus;213;Mass spectrometry
37218;protein;287023;YBX1;Bos taurus;213;Mass spectrometry
37219;protein;287026;PLCB1;Bos taurus;213;Mass spectrometry
37220;protein;2870;GRK6;Homo sapiens;211;Mass spectrometry
37221;protein;2870;GRK6;Homo sapiens;212;Mass spectrometry
37222;protein;2873;GPS1;Homo sapiens;207;Mass spectrometry
37223;protein;2873;GPS1;Homo sapiens;208;Mass spectrometry
37224;protein;2873;GPS1;Homo sapiens;209;Mass spectrometry
37225;protein;2873;GPS1;Homo sapiens;211;Mass spectrometry
37226;protein;2873;GPS1;Homo sapiens;212;Mass spectrometry
37227;protein;2873;GPS1;Homo sapiens;217;Mass spectrometry
37228;protein;2876;GPX1;Homo sapiens;217;Mass spectrometry
37229;protein;287927;Ube2v2;Rattus norvegicus;192;Mass spectrometry
37230;protein;2879;GPX4;Homo sapiens;211;Mass spectrometry
37231;protein;2879;GPX4;Homo sapiens;212;Mass spectrometry
37232;protein;2879;GPX4;Homo sapiens;217;Mass spectrometry
37233;protein;2885;GRB2;Homo sapiens;207;Mass spectrometry
37234;protein;2885;GRB2;Homo sapiens;208;Mass spectrometry
37235;protein;2885;GRB2;Homo sapiens;209;Mass spectrometry
37236;protein;2885;GRB2;Homo sapiens;211;Mass spectrometry
37237;protein;2885;GRB2;Homo sapiens;212;Mass spectrometry
37238;protein;2885;GRB2;Homo sapiens;217;Mass spectrometry
37239;protein;288700;Rab35;Rattus norvegicus;192;Mass spectrometry
37240;protein;2894;GRID1;Homo sapiens;211;Mass spectrometry
37241;protein;2894;GRID1;Homo sapiens;212;Mass spectrometry
37242;protein;28952;CCDC22;Homo sapiens;217;Mass spectrometry
37243;protein;28969;BZW2;Homo sapiens;211;Mass spectrometry
37244;protein;28969;BZW2;Homo sapiens;212;Mass spectrometry
37245;protein;28970;C11orf54;Homo sapiens;193;Mass spectrometry
37246;protein;28970;C11orf54;Homo sapiens;194;Mass spectrometry
37247;protein;28970;C11orf54;Homo sapiens;195;Mass spectrometry
37248;protein;28970;C11orf54;Homo sapiens;217;Mass spectrometry
37249;protein;28982;FLVCR1;Homo sapiens;207;Mass spectrometry
37250;protein;28982;FLVCR1;Homo sapiens;208;Mass spectrometry
37251;protein;28982;FLVCR1;Homo sapiens;209;Mass spectrometry
37252;protein;28982;FLVCR1;Homo sapiens;211;Mass spectrometry
37253;protein;28982;FLVCR1;Homo sapiens;212;Mass spectrometry
37254;protein;28985;MCTS1;Homo sapiens;191;Mass spectrometry
37255;protein;28985;MCTS1;Homo sapiens;211;Mass spectrometry
37256;protein;28985;MCTS1;Homo sapiens;212;Mass spectrometry
37257;protein;28988;DBNL;Homo sapiens;207;Mass spectrometry
37258;protein;28988;DBNL;Homo sapiens;208;Mass spectrometry
37259;protein;28988;DBNL;Homo sapiens;209;Mass spectrometry
37260;protein;28988;DBNL;Homo sapiens;211;Mass spectrometry
37261;protein;28988;DBNL;Homo sapiens;212;Mass spectrometry
37262;protein;28988;DBNL;Homo sapiens;217;Mass spectrometry
37263;protein;28989;NTMT1;Homo sapiens;217;Mass spectrometry
37264;protein;29082;CHMP4A;Homo sapiens;211;Mass spectrometry
37265;protein;29082;CHMP4A;Homo sapiens;212;Mass spectrometry
37266;protein;29086;BABAM1;Homo sapiens;211;Mass spectrometry
37267;protein;29086;BABAM1;Homo sapiens;212;Mass spectrometry
37268;protein;29086;BABAM1;Homo sapiens;217;Mass spectrometry
37269;protein;29087;THYN1;Homo sapiens;217;Mass spectrometry
37270;protein;2908;NR3C1;Homo sapiens;217;Mass spectrometry
37271;protein;29091;STXBP6;Homo sapiens;211;Mass spectrometry
37272;protein;29091;STXBP6;Homo sapiens;212;Mass spectrometry
37273;protein;2909;ARHGAP35;Homo sapiens;207;Mass spectrometry
37274;protein;2909;ARHGAP35;Homo sapiens;208;Mass spectrometry
37275;protein;2909;ARHGAP35;Homo sapiens;209;Mass spectrometry
37276;protein;290;ANPEP;Homo sapiens;196;Mass spectrometry
37277;protein;290;ANPEP;Homo sapiens;197;Mass spectrometry
37278;protein;290;ANPEP;Homo sapiens;211;Mass spectrometry
37279;protein;290;ANPEP;Homo sapiens;212;Mass spectrometry
37280;protein;290;ANPEP;Homo sapiens;217;Mass spectrometry
37281;protein;29110;TBK1;Homo sapiens;207;Mass spectrometry
37282;protein;29110;TBK1;Homo sapiens;208;Mass spectrometry
37283;protein;29110;TBK1;Homo sapiens;209;Mass spectrometry
37284;protein;29110;TBK1;Homo sapiens;217;Mass spectrometry
37285;protein;29126;CD274;Homo sapiens;193;Mass spectrometry
37286;protein;29126;CD274;Homo sapiens;194;Mass spectrometry
37287;protein;29126;CD274;Homo sapiens;195;Mass spectrometry
37288;protein;29127;RACGAP1;Homo sapiens;191;Mass spectrometry
37289;protein;29127;RACGAP1;Homo sapiens;207;Mass spectrometry
37290;protein;29127;RACGAP1;Homo sapiens;208;Mass spectrometry
37291;protein;29127;RACGAP1;Homo sapiens;209;Mass spectrometry
37292;protein;29127;RACGAP1;Homo sapiens;211;Mass spectrometry
37293;protein;29127;RACGAP1;Homo sapiens;212;Mass spectrometry
37294;protein;29128;UHRF1;Homo sapiens;217;Mass spectrometry
37295;protein;291394;Cndp2;Rattus norvegicus;192;Mass spectrometry
37296;protein;291;SLC25A4;Homo sapiens;191;Mass spectrometry
37297;protein;2923;PDIA3;Homo sapiens;207;Mass spectrometry
37298;protein;2923;PDIA3;Homo sapiens;208;Mass spectrometry
37299;protein;2923;PDIA3;Homo sapiens;209;Mass spectrometry
37300;protein;2923;PDIA3;Homo sapiens;211;Mass spectrometry
37301;protein;2923;PDIA3;Homo sapiens;212;Mass spectrometry
37302;protein;2923;PDIA3;Homo sapiens;217;Mass spectrometry
37303;protein;29254;Mgll;Rattus norvegicus;192;Mass spectrometry
37304;protein;29270;Spr;Rattus norvegicus;192;Mass spectrometry
37305;protein;29271;Cfl1;Rattus norvegicus;192;Mass spectrometry
37306;protein;292;SLC25A5;Homo sapiens;211;Mass spectrometry
37307;protein;292;SLC25A5;Homo sapiens;212;Mass spectrometry
37308;protein;29318;Ddt;Rattus norvegicus;192;Mass spectrometry
37309;protein;2931;GSK3A;Homo sapiens;217;Mass spectrometry
37310;protein;29323;Slc6a18;Rattus norvegicus;192;Mass spectrometry
37311;protein;29328;Gpx4;Rattus norvegicus;192;Mass spectrometry
37312;protein;2932;GSK3B;Homo sapiens;191;Mass spectrometry
37313;protein;2932;GSK3B;Homo sapiens;211;Mass spectrometry
37314;protein;2932;GSK3B;Homo sapiens;212;Mass spectrometry
37315;protein;2932;GSK3B;Homo sapiens;217;Mass spectrometry
37316;protein;2934;GSN;Homo sapiens;189;Mass spectrometry
37317;protein;2934;GSN;Homo sapiens;190;Mass spectrometry
37318;protein;2934;GSN;Homo sapiens;196;Mass spectrometry
37319;protein;2934;GSN;Homo sapiens;197;Mass spectrometry
37320;protein;2934;GSN;Homo sapiens;211;Mass spectrometry
37321;protein;2934;GSN;Homo sapiens;212;Mass spectrometry
37322;protein;2934;GSN;Homo sapiens;217;Mass spectrometry
37323;protein;2935;GSPT1;Homo sapiens;191;Mass spectrometry
37324;protein;293692;Ehd1;Rattus norvegicus;192;Mass spectrometry
37325;protein;2936;GSR;Homo sapiens;191;Mass spectrometry
37326;protein;2936;GSR;Homo sapiens;207;Mass spectrometry
37327;protein;2936;GSR;Homo sapiens;208;Mass spectrometry
37328;protein;2936;GSR;Homo sapiens;209;Mass spectrometry
37329;protein;2936;GSR;Homo sapiens;211;Mass spectrometry
37330;protein;2936;GSR;Homo sapiens;212;Mass spectrometry
37331;protein;2936;GSR;Homo sapiens;217;Mass spectrometry
37332;protein;2937;GSS;Homo sapiens;211;Mass spectrometry
37333;protein;2937;GSS;Homo sapiens;212;Mass spectrometry
37334;protein;29383;Fah;Rattus norvegicus;192;Mass spectrometry
37335;protein;2938;GSTA1;Homo sapiens;193;Mass spectrometry
37336;protein;2938;GSTA1;Homo sapiens;194;Mass spectrometry
37337;protein;2938;GSTA1;Homo sapiens;195;Mass spectrometry
37338;protein;2938;GSTA1;Homo sapiens;196;Mass spectrometry
37339;protein;2938;GSTA1;Homo sapiens;197;Mass spectrometry
37340;protein;2939;GSTA2;Homo sapiens;193;Mass spectrometry
37341;protein;2939;GSTA2;Homo sapiens;194;Mass spectrometry
37342;protein;2939;GSTA2;Homo sapiens;195;Mass spectrometry
37343;protein;2939;GSTA2;Homo sapiens;196;Mass spectrometry
37344;protein;2939;GSTA2;Homo sapiens;197;Mass spectrometry
37345;protein;293;SLC25A6;Homo sapiens;191;Mass spectrometry
37346;protein;293;SLC25A6;Homo sapiens;211;Mass spectrometry
37347;protein;293;SLC25A6;Homo sapiens;212;Mass spectrometry
37348;protein;2940;GSTA3;Homo sapiens;193;Mass spectrometry
37349;protein;2940;GSTA3;Homo sapiens;194;Mass spectrometry
37350;protein;2940;GSTA3;Homo sapiens;195;Mass spectrometry
37351;protein;29416;Aadat;Rattus norvegicus;192;Mass spectrometry
37352;protein;29448;Rab7a;Rattus norvegicus;192;Mass spectrometry
37353;protein;2944;GSTM1;Homo sapiens;189;Mass spectrometry
37354;protein;2944;GSTM1;Homo sapiens;190;Mass spectrometry
37355;protein;2946;GSTM2;Homo sapiens;193;Mass spectrometry
37356;protein;2946;GSTM2;Homo sapiens;194;Mass spectrometry
37357;protein;2946;GSTM2;Homo sapiens;195;Mass spectrometry
37358;protein;2946;GSTM2;Homo sapiens;196;Mass spectrometry
37359;protein;2946;GSTM2;Homo sapiens;197;Mass spectrometry
37360;protein;2946;GSTM2;Homo sapiens;211;Mass spectrometry
37361;protein;2946;GSTM2;Homo sapiens;212;Mass spectrometry
37362;protein;2947;GSTM3;Homo sapiens;193;Mass spectrometry
37363;protein;2947;GSTM3;Homo sapiens;194;Mass spectrometry
37364;protein;2947;GSTM3;Homo sapiens;195;Mass spectrometry
37365;protein;2947;GSTM3;Homo sapiens;196;Mass spectrometry
37366;protein;2947;GSTM3;Homo sapiens;197;Mass spectrometry
37367;protein;2947;GSTM3;Homo sapiens;211;Mass spectrometry
37368;protein;2947;GSTM3;Homo sapiens;212;Mass spectrometry
37369;protein;2947;GSTM3;Homo sapiens;217;Mass spectrometry
37370;protein;2949;GSTM5;Homo sapiens;193;Mass spectrometry
37371;protein;2949;GSTM5;Homo sapiens;194;Mass spectrometry
37372;protein;2949;GSTM5;Homo sapiens;195;Mass spectrometry
37373;protein;2949;GSTM5;Homo sapiens;196;Mass spectrometry
37374;protein;2949;GSTM5;Homo sapiens;197;Mass spectrometry
37375;protein;2949;GSTM5;Homo sapiens;217;Mass spectrometry
37376;protein;2950;GSTP1;Homo sapiens;196;Mass spectrometry
37377;protein;2950;GSTP1;Homo sapiens;197;Mass spectrometry
37378;protein;2950;GSTP1;Homo sapiens;211;Mass spectrometry
37379;protein;2950;GSTP1;Homo sapiens;212;Mass spectrometry
37380;protein;2950;GSTP1;Homo sapiens;217;Mass spectrometry
37381;protein;295347;Rap1a;Rattus norvegicus;192;Mass spectrometry
37382;protein;29542;Pebp1;Rattus norvegicus;192;Mass spectrometry
37383;protein;295661;Spc25;Rattus norvegicus;192;Mass spectrometry
37384;protein;2956;MSH6;Homo sapiens;191;Mass spectrometry
37385;protein;2956;MSH6;Homo sapiens;217;Mass spectrometry
37386;protein;2959;GTF2B;Homo sapiens;217;Mass spectrometry
37387;protein;29662;Gdi2;Rattus norvegicus;192;Mass spectrometry
37388;protein;29699;Prkar2a;Rattus norvegicus;192;Mass spectrometry
37389;protein;2969;GTF2I;Homo sapiens;211;Mass spectrometry
37390;protein;2969;GTF2I;Homo sapiens;212;Mass spectrometry
37391;protein;2969;GTF2I;Homo sapiens;217;Mass spectrometry
37392;protein;29726;Slc22a5;Rattus norvegicus;192;Mass spectrometry
37393;protein;29739;Gclm;Rattus norvegicus;192;Mass spectrometry
37394;protein;29753;Ywhae;Rattus norvegicus;192;Mass spectrometry
37395;protein;297566;Atp6v1e1;Rattus norvegicus;192;Mass spectrometry
37396;protein;29763;PACSIN3;Homo sapiens;191;Mass spectrometry
37397;protein;29763;PACSIN3;Homo sapiens;196;Mass spectrometry
37398;protein;29763;PACSIN3;Homo sapiens;197;Mass spectrometry
37399;protein;29763;PACSIN3;Homo sapiens;207;Mass spectrometry
37400;protein;29763;PACSIN3;Homo sapiens;208;Mass spectrometry
37401;protein;29763;PACSIN3;Homo sapiens;209;Mass spectrometry
37402;protein;29763;PACSIN3;Homo sapiens;211;Mass spectrometry
37403;protein;29763;PACSIN3;Homo sapiens;212;Mass spectrometry
37404;protein;29766;TMOD3;Homo sapiens;211;Mass spectrometry
37405;protein;29766;TMOD3;Homo sapiens;212;Mass spectrometry
37406;protein;29767;TMOD2;Homo sapiens;211;Mass spectrometry
37407;protein;29767;TMOD2;Homo sapiens;212;Mass spectrometry
37408;protein;29777;ABT1;Homo sapiens;193;Mass spectrometry
37409;protein;29777;ABT1;Homo sapiens;194;Mass spectrometry
37410;protein;29777;ABT1;Homo sapiens;195;Mass spectrometry
37411;protein;29780;PARVB;Homo sapiens;211;Mass spectrometry
37412;protein;29780;PARVB;Homo sapiens;212;Mass spectrometry
37413;protein;29789;OLA1;Homo sapiens;191;Mass spectrometry
37414;protein;29789;OLA1;Homo sapiens;200;Mass spectrometry
37415;protein;29789;OLA1;Homo sapiens;207;Mass spectrometry
37416;protein;29789;OLA1;Homo sapiens;208;Mass spectrometry
37417;protein;29789;OLA1;Homo sapiens;209;Mass spectrometry
37418;protein;29789;OLA1;Homo sapiens;211;Mass spectrometry
37419;protein;29789;OLA1;Homo sapiens;212;Mass spectrometry
37420;protein;297995;Chmp5;Rattus norvegicus;192;Mass spectrometry
37421;protein;298410;Cmpk1;Rattus norvegicus;192;Mass spectrometry
37422;protein;29875;Iqgap1;Mus musculus;188;Mass spectrometry
37423;protein;29875;Iqgap1;Mus musculus;214;Mass spectrometry
37424;protein;29875;Iqgap1;Mus musculus;215;Mass spectrometry
37425;protein;29875;Iqgap1;Mus musculus;216;Mass spectrometry
37426;protein;29883;CNOT7;Homo sapiens;217;Mass spectrometry
37427;protein;29894;CPSF1;Homo sapiens;211;Mass spectrometry
37428;protein;29894;CPSF1;Homo sapiens;212;Mass spectrometry
37429;protein;29894;CPSF1;Homo sapiens;217;Mass spectrometry
37430;protein;29896;TRA2A;Homo sapiens;191;Mass spectrometry
37431;protein;29925;GMPPB;Homo sapiens;207;Mass spectrometry
37432;protein;29925;GMPPB;Homo sapiens;208;Mass spectrometry
37433;protein;29925;GMPPB;Homo sapiens;209;Mass spectrometry
37434;protein;29925;GMPPB;Homo sapiens;211;Mass spectrometry
37435;protein;29925;GMPPB;Homo sapiens;212;Mass spectrometry
37436;protein;29925;GMPPB;Homo sapiens;217;Mass spectrometry
37437;protein;29926;GMPPA;Homo sapiens;211;Mass spectrometry
37438;protein;29926;GMPPA;Homo sapiens;212;Mass spectrometry
37439;protein;29926;GMPPA;Homo sapiens;217;Mass spectrometry
37440;protein;29952;DPP7;Homo sapiens;207;Mass spectrometry
37441;protein;29952;DPP7;Homo sapiens;208;Mass spectrometry
37442;protein;29952;DPP7;Homo sapiens;209;Mass spectrometry
37443;protein;29952;DPP7;Homo sapiens;211;Mass spectrometry
37444;protein;29952;DPP7;Homo sapiens;212;Mass spectrometry
37445;protein;29953;TRHDE;Homo sapiens;211;Mass spectrometry
37446;protein;29953;TRHDE;Homo sapiens;212;Mass spectrometry
37447;protein;29966;STRN3;Homo sapiens;207;Mass spectrometry
37448;protein;29966;STRN3;Homo sapiens;208;Mass spectrometry
37449;protein;29966;STRN3;Homo sapiens;209;Mass spectrometry
37450;protein;29968;PSAT1;Homo sapiens;191;Mass spectrometry
37451;protein;29968;PSAT1;Homo sapiens;207;Mass spectrometry
37452;protein;29968;PSAT1;Homo sapiens;208;Mass spectrometry
37453;protein;29968;PSAT1;Homo sapiens;209;Mass spectrometry
37454;protein;29968;PSAT1;Homo sapiens;211;Mass spectrometry
37455;protein;29968;PSAT1;Homo sapiens;212;Mass spectrometry
37456;protein;29978;UBQLN2;Homo sapiens;191;Mass spectrometry
37457;protein;29978;UBQLN2;Homo sapiens;211;Mass spectrometry
37458;protein;29978;UBQLN2;Homo sapiens;212;Mass spectrometry
37459;protein;29978;UBQLN2;Homo sapiens;217;Mass spectrometry
37460;protein;29979;UBQLN1;Homo sapiens;211;Mass spectrometry
37461;protein;29979;UBQLN1;Homo sapiens;212;Mass spectrometry
37462;protein;2997;GYS1;Homo sapiens;191;Mass spectrometry
37463;protein;2997;GYS1;Homo sapiens;207;Mass spectrometry
37464;protein;2997;GYS1;Homo sapiens;208;Mass spectrometry
37465;protein;2997;GYS1;Homo sapiens;209;Mass spectrometry
37466;protein;2997;GYS1;Homo sapiens;211;Mass spectrometry
37467;protein;2997;GYS1;Homo sapiens;212;Mass spectrometry
37468;protein;2997;GYS1;Homo sapiens;217;Mass spectrometry
37469;protein;2998;GYS2;Homo sapiens;191;Mass spectrometry
37470;protein;29995;LMCD1;Homo sapiens;211;Mass spectrometry
37471;protein;29995;LMCD1;Homo sapiens;212;Mass spectrometry
37472;protein;2;A2M;Homo sapiens;189;Mass spectrometry
37473;protein;2;A2M;Homo sapiens;190;Mass spectrometry
37474;protein;2;A2M;Homo sapiens;211;Mass spectrometry
37475;protein;2;A2M;Homo sapiens;212;Mass spectrometry
37476;protein;2;A2M;Homo sapiens;217;Mass spectrometry
37477;protein;30000;TNPO2;Homo sapiens;217;Mass spectrometry
37478;protein;30001;ERO1L;Homo sapiens;191;Mass spectrometry
37479;protein;30011;SH3KBP1;Homo sapiens;207;Mass spectrometry
37480;protein;30011;SH3KBP1;Homo sapiens;208;Mass spectrometry
37481;protein;30011;SH3KBP1;Homo sapiens;209;Mass spectrometry
37482;protein;3005;H1F0;Homo sapiens;207;Mass spectrometry
37483;protein;3005;H1F0;Homo sapiens;208;Mass spectrometry
37484;protein;3005;H1F0;Homo sapiens;209;Mass spectrometry
37485;protein;3005;H1F0;Homo sapiens;211;Mass spectrometry
37486;protein;3005;H1F0;Homo sapiens;212;Mass spectrometry
37487;protein;3005;H1F0;Homo sapiens;217;Mass spectrometry
37488;protein;3006;HIST1H1C;Homo sapiens;191;Mass spectrometry
37489;protein;3006;HIST1H1C;Homo sapiens;207;Mass spectrometry
37490;protein;3006;HIST1H1C;Homo sapiens;208;Mass spectrometry
37491;protein;3006;HIST1H1C;Homo sapiens;209;Mass spectrometry
37492;protein;3006;HIST1H1C;Homo sapiens;211;Mass spectrometry
37493;protein;3006;HIST1H1C;Homo sapiens;212;Mass spectrometry
37494;protein;3006;HIST1H1C;Homo sapiens;217;Mass spectrometry
37495;protein;3007;HIST1H1D;Homo sapiens;191;Mass spectrometry
37496;protein;3007;HIST1H1D;Homo sapiens;207;Mass spectrometry
37497;protein;3007;HIST1H1D;Homo sapiens;208;Mass spectrometry
37498;protein;3007;HIST1H1D;Homo sapiens;209;Mass spectrometry
37499;protein;3007;HIST1H1D;Homo sapiens;211;Mass spectrometry
37500;protein;3007;HIST1H1D;Homo sapiens;212;Mass spectrometry
37501;protein;3007;HIST1H1D;Homo sapiens;217;Mass spectrometry
37502;protein;3008;HIST1H1E;Homo sapiens;211;Mass spectrometry
37503;protein;3008;HIST1H1E;Homo sapiens;212;Mass spectrometry
37504;protein;3008;HIST1H1E;Homo sapiens;217;Mass spectrometry
37505;protein;300981;Acy1;Rattus norvegicus;192;Mass spectrometry
37506;protein;3009;HIST1H1B;Homo sapiens;191;Mass spectrometry
37507;protein;3009;HIST1H1B;Homo sapiens;207;Mass spectrometry
37508;protein;3009;HIST1H1B;Homo sapiens;208;Mass spectrometry
37509;protein;3009;HIST1H1B;Homo sapiens;209;Mass spectrometry
37510;protein;3009;HIST1H1B;Homo sapiens;211;Mass spectrometry
37511;protein;3009;HIST1H1B;Homo sapiens;212;Mass spectrometry
37512;protein;3009;HIST1H1B;Homo sapiens;217;Mass spectrometry
37513;protein;3012;HIST1H2AE;Homo sapiens;191;Mass spectrometry
37514;protein;3012;HIST1H2AE;Homo sapiens;207;Mass spectrometry
37515;protein;3012;HIST1H2AE;Homo sapiens;208;Mass spectrometry
37516;protein;3012;HIST1H2AE;Homo sapiens;209;Mass spectrometry
37517;protein;3012;HIST1H2AE;Homo sapiens;211;Mass spectrometry
37518;protein;3012;HIST1H2AE;Homo sapiens;212;Mass spectrometry
37519;protein;3012;HIST1H2AE;Homo sapiens;217;Mass spectrometry
37520;protein;3013;HIST1H2AD;Homo sapiens;191;Mass spectrometry
37521;protein;3014;H2AFX;Homo sapiens;191;Mass spectrometry
37522;protein;3014;H2AFX;Homo sapiens;207;Mass spectrometry
37523;protein;3014;H2AFX;Homo sapiens;208;Mass spectrometry
37524;protein;3014;H2AFX;Homo sapiens;209;Mass spectrometry
37525;protein;3014;H2AFX;Homo sapiens;217;Mass spectrometry
37526;protein;3015;H2AFZ;Homo sapiens;217;Mass spectrometry
37527;protein;3017;HIST1H2BD;Homo sapiens;196;Mass spectrometry
37528;protein;3017;HIST1H2BD;Homo sapiens;197;Mass spectrometry
37529;protein;3017;HIST1H2BD;Homo sapiens;217;Mass spectrometry
37530;protein;301;ANXA1;Homo sapiens;189;Mass spectrometry
37531;protein;301;ANXA1;Homo sapiens;190;Mass spectrometry
37532;protein;301;ANXA1;Homo sapiens;191;Mass spectrometry
37533;protein;301;ANXA1;Homo sapiens;196;Mass spectrometry
37534;protein;301;ANXA1;Homo sapiens;197;Mass spectrometry
37535;protein;301;ANXA1;Homo sapiens;200;Mass spectrometry
